dataset,seed,bootstrap_repeats,caliper,method,effect,ci_low,ci_high,ci_width,balance_after
nhefs,999,80,0.02,IPWEstimator,3.2634978711907743,2.3832834483901535,4.106393212218608,1.7231097638284543,0.012853630864701801
nhefs,999,80,0.02,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.181167316203754,1.7795235729762426,0.012853630864701768
nhefs,999,80,0.02,PropensityMatcher,3.2117884332647817,2.3331047458476624,4.549751553621106,2.2166468077734436,0.029879113398767032
nhefs,999,80,0.05,RegressionAdjustmentEstimator,3.3341674140824518,2.486254237816132,4.284325026619041,1.7980707888029093,0.1521322101281169
nhefs,999,80,0.05,IPWEstimator,3.2634978711907743,2.3832834483901535,4.106393212218608,1.7231097638284543,0.012853630864701801
nhefs,999,80,0.05,DoublyRobustEstimator,3.293647427944588,2.4016437432275115,4.181167316203754,1.7795235729762426,0.012853630864701768
nhefs,999,80,0.05,PropensityMatcher,3.179420589179487,2.368776381836636,4.527277521143179,2.158501139306543,0.03034650732298481
synthetic,999,80,0.02,RegressionAdjustmentEstimator,1.9846249321644263,1.7939570233135875,2.1476083331793787,0.3536513098657912,0.4101570945338573
synthetic,999,80,0.02,IPWEstimator,1.927137190707402,1.6153505955514889,2.24425688578784,0.6289062902363511,0.01574644379960979
synthetic,999,80,0.02,DoublyRobustEstimator,1.9354540855590772,1.7590345424495524,2.145170581207668,0.38613603875811564,0.015746443799608996
synthetic,999,80,0.02,PropensityMatcher,1.7069487424995728,1.100037010780793,2.3760573297900165,1.2760203190092234,0.05052043831836204
